ID,Title,Animation,Comedy,Drama,Adventure,Mistery,Fiction,Thriller,Musical
4538,Camp Zeroo,1,0,0,0,0,0,0,0
4539,Cheat Codes,1,0,0,0,0,0,0,0
4540,Greazy Puzzy Fuckerz (GPF),1,0,0,0,0,0,0,0
4541,Strider Wilson,1,0,0,0,0,0,0,0
4542,William Alexander Ryan,1,0,0,0,0,0,0,0
4543,Melissa Pereira,1,0,0,0,0,0,0,0
4544,NahumTheLemon,1,0,0,0,0,0,0,0
4545,Teddy Quinlivan,1,0,0,0,0,0,0,0
4546,Myles Gaskin,1,0,0,0,0,0,0,0
4547,Mathenee Treco,1,0,0,0,0,0,0,0
4548,Kalie Shorr,1,0,0,0,0,0,0,0
4549,Hiro Landazuri,1,0,0,0,0,0,0,0
4550,Olivia Evi Plant,1,0,0,0,0,0,0,0
4551,Chazortiz,1,0,0,0,0,0,0,0
4552,Jennah Leland,1,0,0,0,0,0,0,0
4553,Jessica Burdeaux,1,0,0,0,0,0,0,0
4554,Ione Skye,1,0,0,0,0,0,0,0
4555,Boxboy,1,0,0,0,0,0,0,0
4556,Keith Kirkwood,1,0,0,0,0,0,0,0
4557,Yvonne Sangudi,1,0,0,0,0,0,0,0
4558,B Dave,1,0,0,0,0,0,0,0
4559,Shauna Brooks,1,1,0,0,0,0,0,0
4560,Brandon Hodge,1,0,0,0,0,0,0,0
4561,Grieves,1,0,0,0,0,0,0,0
4562,Vanessa Cobbs,1,0,0,0,0,0,0,0
4563,Bryan Habana,1,0,0,0,0,0,0,0
4564,Los Feliz Daycare,1,0,0,0,0,0,0,0
4565,Lanie Falls,1,0,0,0,0,0,0,0
4566,Jaclyn May,1,0,0,0,0,0,0,0
4567,Dillon Juarez,1,0,0,0,0,0,0,0
4568,Danny Cooksey,1,0,0,0,0,0,0,0
4569,Spencer Kane,1,0,0,0,0,0,0,0
4570,Kyle Thorn,1,0,0,0,0,0,0,0
4571,Michael Cade,1,0,0,0,0,0,0,0
4572,Paris Beuller,1,0,0,0,0,0,0,0
4573,Michele Romanow,1,0,0,0,0,0,0,0
4574,Crystal Waters,1,0,0,0,0,0,0,0
4575,Matthew Parker,1,0,0,0,0,0,0,0
4576,Sarah Shevon,1,0,0,0,0,0,0,0
4577,Ben Lee,1,0,0,0,0,0,0,0
4578,Nicholas Cantor,1,0,0,0,0,0,0,0
4579,Hanna Jaff,1,0,0,0,0,0,0,0
4580,Amanda Pavillard,1,0,0,0,0,0,0,0
4581,Sandy ketchen,1,0,0,0,0,0,0,0
4582,Blake Anderson,1,0,0,0,0,0,0,0
4583,Sharika Nelvis,1,0,0,0,0,0,0,0
4584,Jonny McGovern,1,0,0,0,0,0,0,0
4585,Lou Ferrigno Jr.,1,0,0,0,0,0,0,0
4586,Hannah Rose Masi,1,0,0,0,0,0,0,0
4587,Just Brittany,1,0,0,0,0,0,0,0
4588,Yung Spit Fire,1,0,0,0,0,0,0,0
4589,Cameron Smith,1,0,0,0,0,0,0,0
4590,Tom Bosworth,1,0,0,0,0,0,0,0
4591,Jake Pates,1,0,0,0,0,0,0,0
4592,Mica McNeill,1,0,0,0,0,0,0,0
4593,Kaleigh Gilchrist,1,0,0,0,0,0,0,0
4594,Sage Watson,1,0,0,0,0,0,0,0
4595,Toby Miller,1,0,0,0,0,0,0,0
4596,Erin Ryder,1,0,0,0,0,0,0,0
4597,Mike Ruiz,1,0,0,0,0,0,0,0
4598,Nathan Johnson,1,0,0,0,0,0,0,0
4599,Jesse Driftwood,1,0,0,0,0,0,0,0
4600,Kaito,1,0,0,0,0,0,0,0
4601,Noelle Johnson,1,0,0,0,0,0,0,0
4602,Ishell Vaughan,1,0,0,0,0,0,0,0
4603,Kyle Finn Dempsey,1,0,0,0,0,0,0,0
4604,Andre Nguyen,1,0,0,0,0,0,0,0
4605,Carlo Alberto Orecchia,1,0,0,0,0,0,0,0
4606,Pablo Adame,1,0,0,0,0,0,0,0
4607,Michael Steric,1,0,0,0,0,0,0,0
4608,Spencer Kohn,1,0,0,0,0,0,0,0
4609,Craig Whitehead,1,0,0,0,0,0,0,0
4610,Ernie,1,0,0,0,0,0,0,0
4611,Daniel,1,0,0,0,0,0,0,0
4612,Connor James Fisher,1,0,0,0,0,0,0,0
4613,Mirela Disco,1,0,0,0,0,0,0,0
4614,Seph Lawless,1,0,0,0,0,0,0,0
4615,Colin Roberts,1,0,0,0,0,0,0,0
4616,Michelangelo Reyes,1,0,0,0,0,0,0,0
4617,Tomi Adebayo,1,0,0,0,0,0,0,0
4618,Danny Pellegrino,1,0,0,0,0,0,0,0
4619,Eric Zane,1,0,0,0,0,0,0,0
4620,Gina Grad,1,0,0,0,0,0,0,0
4621,Tom and Frenchy,1,0,0,0,0,0,0,0
4622,Jason Feifer,1,0,0,0,0,0,0,0
4623,Ariel Kashanchi,1,0,0,0,0,0,0,0
4624,That's So Retrograde,1,0,0,0,0,0,0,0
4625,Jason Inman,1,0,0,0,0,0,0,0
4626,Travis Chappell,1,0,0,0,0,0,0,0
4627,Paul Gilmartin,1,0,0,0,0,0,0,0
4628,Ya Girl Corinne,1,0,0,0,0,0,0,0
4629,Stephanie Burke,1,0,0,0,0,0,0,0
4630,Alison Rosen,1,0,0,0,0,0,0,0
4631,Meredith Masony,1,0,0,0,0,0,0,0
4632,Dave Sanchez,1,0,0,0,0,0,0,0
4633,Clisare,1,0,0,0,0,0,0,0
4634,Gabe Salazar,1,0,0,0,0,0,0,0
4635,Glenn Moore,1,0,0,0,0,0,0,0
4636,Angelo Blando,1,0,0,0,0,0,0,0
4637,Kelly Dillon,1,0,0,0,0,0,0,0
4638,Ken Bone,1,0,0,0,0,0,0,0
4639,Joy Villa,1,0,0,0,0,0,0,0
4640,Austen Fletcher,1,0,0,0,0,0,0,0
4641,Hasan Piker,1,0,0,0,0,0,0,0
4642,James Ellsworth,1,0,0,0,0,0,0,0
4643,Tommy Dreamer,1,0,0,0,0,0,0,0
4644,Charles Wright,1,0,0,0,0,0,0,0
4645,Mandy Sacs,1,0,0,0,0,0,0,0
4646,Daria Berenato,1,0,0,0,0,0,0,0
4647,Lucha La Raza,1,0,0,0,0,0,0,0
4648,Jerry Lawler,1,0,0,0,0,0,0,0
4649,Pete Corvus,1,0,0,0,0,0,0,0
4650,Breezus,1,0,0,0,0,0,0,0
4651,Tony Emerald,1,0,0,0,0,0,0,0
4652,Francesca Chini,1,0,0,0,0,0,0,0
4653,Brian Cage,1,0,0,0,0,0,0,0
4654,Lisa Marie Varon,1,0,0,0,0,0,0,0
4655,Al Snow,1,0,0,0,0,0,0,0
4656,Mike Swanson,1,0,0,0,0,0,0,0
4657,Taya Valkyrie,1,0,0,0,0,0,0,0
4658,Ace Marxman,1,0,0,0,0,0,0,0
4659,Hog,1,0,0,0,0,0,0,0
4660,Nightmare,1,0,0,0,0,0,0,0
4661,Phoebe,1,0,0,0,0,0,0,0
4662,Brandon Simeone,1,0,0,0,0,0,0,0
4663,Brian Pillman,1,0,0,0,0,0,0,0
4664,Zoe Lucas,1,0,0,0,0,0,0,0
4665,Dylan Bostic,1,0,0,0,0,0,0,0
4666,Freddy Flamingo,1,0,0,0,0,0,0,0
4667,Alexander Rossi,1,0,0,0,0,0,0,0
4668,Bigga$tate,1,0,0,0,0,0,0,0
4669,Amanda Rome West,1,0,0,0,0,0,0,0
4670,"Eric ""Stinje"" Farb",1,0,0,0,0,0,0,0
4671,Dee-1,1,0,0,0,0,0,0,0
4672,Bumpy Knuckles,1,0,0,0,0,0,0,0
4673,Blaze Ya Dead Homie,1,0,0,0,0,0,0,0
4674,Black Static Blue Flame,1,0,0,0,0,0,0,0
4675,Mitchell Bailey,1,0,0,0,0,0,0,0
4676,#2STONED,1,0,0,0,0,0,0,0
4677,Randolph,1,0,0,0,0,0,0,0
4678,Calvin Ross,1,0,0,0,0,0,0,0
4679,Canon,1,0,0,0,0,0,0,0
4680,MillyRock,1,0,0,0,0,0,0,0
4681,Liam Williams,1,0,0,0,0,0,0,0
4682,Max Battle Official,1,0,0,0,0,0,0,0
4683,HotBoyTurk,1,0,0,0,0,0,0,0
4684,Chip The Ripper,1,0,0,0,0,0,0,0
4685,Aye'Ziz,1,0,0,0,0,0,0,0
4686,Count Bass D,1,0,0,0,0,0,0,0
4687,Zoogang Entertainmet,1,0,0,0,0,0,0,0
4688,Harvey,1,0,0,0,0,0,0,0
4689,Deniro Farrar,1,0,0,0,0,0,0,0
4690,MasFace,1,0,0,0,0,0,0,0
4691,SupMikecheck,1,0,0,0,0,0,0,0
4692,Zach Beck,1,0,0,0,0,0,0,0
4693,Lil Windex,1,0,0,0,0,0,0,0
4694,Yvng Swag,1,0,0,0,0,0,0,0
4695,Playdoh,1,0,0,0,0,0,0,0
4696,Pat Stay,1,0,0,0,0,0,0,0
4697,Bezz Believe,1,0,0,0,0,0,0,0
4698,Lp Certified,1,0,0,0,0,0,0,0
4699,ZM,1,0,0,0,0,0,0,0
4700,Yung Yogi,1,0,0,0,0,0,0,0
4701,Shabazz PBG,1,0,0,0,0,0,0,0
4702,Christian Vind,1,0,0,0,0,0,0,0
4703,Ec Marv,1,0,0,0,0,0,0,0
4704,IMQ Gold Gucci,1,0,0,0,0,0,0,0
4705,Killadelphia,1,0,0,0,0,0,0,0
4706,Scotty The Goat,1,0,0,0,0,0,0,0
4707,Q Dot Davis,1,0,0,0,0,0,0,0
4708,Kurupt Emcee,1,0,0,0,0,0,0,0
4709,Stanley Enow,1,0,0,0,0,0,0,0
4710,Spanky Loco,1,0,0,0,0,0,0,0
4711,Oschino Vasquez,1,0,0,0,0,0,0,0
4712,Th3 Saga,1,0,0,0,0,0,0,0
4713,Cap Dollaz,1,0,0,0,0,0,0,0
4714,Yonas,1,0,0,0,0,0,0,0
4715,Edwin,1,0,0,0,0,0,0,0
4716,YG Hootie,1,0,0,0,0,0,0,0
4717,Akwid,1,0,0,0,0,0,0,0
4718,Atari Jones,1,0,0,0,0,0,0,0
4719,Lex One,1,0,0,0,0,0,0,0
4720,Kiddkidd9,1,0,0,0,0,0,0,0
4721,Yayvo,1,0,0,0,0,0,0,0
4722,Lil Wyte,1,0,0,0,0,0,0,0
4723,Guelo Superstar,1,0,0,0,0,0,0,0
4724,Jarxiel,1,0,0,0,0,0,0,0
4725,Markel,1,0,0,0,0,0,0,0
4726,Front Line Fresh,1,0,0,0,0,0,0,0
4727,DB Kash,1,0,0,0,0,0,0,0
4728,The Saurus,1,0,0,0,0,0,0,0
4729,Lil Buck,1,0,0,0,0,0,0,0
4730,Jinzo,1,0,0,0,0,0,0,0
4731,Ivan Ooze,1,0,0,0,0,0,0,0
4732,MoneyGlitchGod,1,0,0,0,0,0,0,0
4733,Slee,1,0,0,0,0,0,0,0
4734,Pharoah YT,1,0,0,0,0,0,0,0
4735,AJayTheDogg,1,0,0,0,0,0,0,0
4736,Wolf God,1,0,0,0,0,0,0,0
4737,Nessly Furtado,1,0,0,0,0,0,0,0
4738,Cartier Suave,1,0,0,0,0,0,0,0
4739,Chingy,1,0,0,0,0,0,0,0
4740,24k Goldn,1,0,0,0,0,0,0,0
4741,Bill Collector,1,0,0,0,0,0,0,0
4742,Tai Hustle,1,0,0,0,0,0,0,0
4743,Lil 610,1,0,0,0,0,0,0,0
4744,Trap Frost,1,0,0,0,0,0,0,0
4745,Speed Gang,1,0,0,0,0,0,0,0
4746,Nova,1,0,0,0,0,0,0,0
4747,Dylan Locke,1,0,0,0,0,0,0,0
4748,Lil' Flip,1,0,0,0,0,0,0,0
4749,Kyah Baby,1,0,0,0,0,0,0,0
4750,Reo Cragun,1,0,0,0,0,0,0,0
4751,Corey Pieper,1,0,0,0,0,0,0,0
4752,Bryce oliver,1,0,0,0,0,0,0,0
4753,Chxpo,1,0,0,0,0,0,0,0
4754,Mike Baggz,1,0,0,0,0,0,0,0
4755,Famoe,1,0,0,0,0,0,0,0
4756,"Marcus ""Lil Pwn"" Fontenot",1,0,0,0,0,0,0,0
4757,Young,1,0,0,0,0,0,0,0
4758,Sk8 Maloley,1,0,0,0,0,0,0,0
4759,King Myers,1,0,0,0,0,0,0,0
4760,Lil Flash,1,0,0,0,0,0,0,0
4761,Peter Gunz,1,1,0,0,0,0,0,0
4762,Nia Riley,1,1,0,0,0,0,0,0
4763,Coca Vango,1,0,0,0,0,0,0,0
4764,Ziplok,1,0,0,0,0,0,0,0
4765,Abby Jasmine,1,0,0,0,0,0,0,0
4766,King Issa,1,0,0,0,0,0,0,0
4767,The Kid Plot,1,0,0,0,0,0,0,0
4768,LaTavia Roberson,1,0,0,0,0,0,0,0
4769,OPT1ON1,1,0,0,0,0,0,0,0
4770,Big Twins Infamous Mobb Im3,1,0,0,0,0,0,0,0
4771,Raja,1,0,0,0,0,0,0,0
4772,Lil Wicca,1,0,0,0,0,0,0,0
4773,Torae,1,0,0,0,0,0,0,0
4774,Devi Franco,1,0,0,0,0,0,0,0
4775,Sparsh Shah,1,0,0,0,0,0,0,0
4776,Lil Robby,1,0,0,0,0,0,0,0
4777,Wesley Pipes,1,0,0,0,0,0,0,0
4778,Shortiie Raw,1,0,0,0,0,0,0,0
4779,La FlÃ¡me Sa,1,0,0,0,0,0,0,0
4780,Professor Griff,1,0,0,0,0,0,0,0
4781,33,1,0,0,0,0,0,0,0
4782,Jallal,1,0,0,0,0,0,0,0
4783,Shyno,1,0,0,0,0,0,0,0
4784,Jordan Air Young,1,0,0,0,0,0,0,0
4785,Peter Jackson,1,0,0,0,0,0,0,0
4786,ESG,1,0,0,0,0,0,0,0
4787,RG,1,0,0,0,0,0,0,0
4788,R-Mean,1,0,0,0,0,0,0,0
4789,D Phlo,1,0,0,0,0,0,0,0
4790,Jori Vague,1,0,0,0,0,0,0,0
4791,Wolfpack Entertainment,1,0,0,0,0,0,0,0
4792,Flame Fuego,1,0,0,0,0,0,0,0
4793,Jack Flash,1,0,0,0,0,0,0,0
4794,Niqo Suave,1,0,0,0,0,0,0,0
4795,Shilo,1,0,0,0,0,0,0,0
4796,Sirah,1,0,0,0,0,0,0,0
4797,KYYNGG,1,0,0,0,0,0,0,0
4798,Yung Lb,1,0,0,0,0,0,0,0
4799,Black Ice,1,0,0,0,0,0,0,0
4800,Marcosus,1,0,0,0,0,0,0,0
4801,GiF The Great,1,0,0,0,0,0,0,0
4802,Boogz Boogetz,1,0,0,0,0,0,0,0
4803,D.Chamberz,1,0,0,0,0,0,0,0
4804,Papichulo Bangger,1,0,0,0,0,0,0,0
4805,Carson Key,1,0,0,0,0,0,0,0
4806,Jeana Keough,1,1,0,0,0,0,0,0
4807,Peggy Tanous,1,1,0,0,0,0,0,0
4808,Jackie Mark Goldschneider,1,1,0,0,0,0,0,0
4809,D'Andra Simmons,1,1,0,0,0,0,0,0
4810,Alexis Bellino,1,1,0,0,0,0,0,0
4811,Jackie Gillies,1,1,0,0,0,0,0,0
4812,Barbara Kavovit,1,1,0,0,0,0,0,0
4813,Kristin West,1,0,0,0,0,0,0,0
4814,Lauri Peterson,1,1,0,0,0,0,0,0
4815,Amber Marchese,1,1,0,0,0,0,0,0
4816,Candiace Dillard Bassett,1,1,0,0,0,0,0,0
4817,Ester Dee,1,1,0,0,0,0,0,0
4818,David & Annie,1,1,0,0,0,0,0,0
4819,Danielle Jbali,1,1,0,0,0,0,0,0
4820,Diggy Moreland,1,1,0,0,0,0,0,0
4821,Rachel Walters,1,1,0,0,0,0,0,0
4822,Wills Reid,1,1,0,0,0,0,0,0
4823,JC Mounduix,1,1,0,0,0,0,0,0
4824,Larissa 90 day fiancÃ©,1,1,0,0,0,0,0,0
4825,Angela Rockstar Lantry,1,1,0,0,0,0,0,0
4826,Terra JolÃ©,1,1,0,0,0,0,0,0
4827,Eric and Leida,1,1,0,0,0,0,0,0
4828,Paul & Karine,1,1,0,0,0,0,0,0
4829,Ms Juicy,1,1,0,0,0,0,0,0
4830,Tal Fish,1,1,0,0,0,0,0,0
4831,Brett Robinson,1,1,0,0,0,0,0,0
4832,Noon and Kyle,1,1,0,0,0,0,0,0
4833,Kevin Schlehuber,1,1,0,0,0,0,0,0
4834,Bobo Sasquatch,1,1,0,0,0,0,0,0
4835,Loren Brovarnik 90 Day Fiance,1,1,0,0,0,0,0,0
4836,Dean Michael Unglert,1,1,0,0,0,0,0,0
4837,Lucas Yancey (Yman-Whaboom),1,1,0,0,0,0,0,0
4838,Molly Hopkins,1,1,0,0,0,0,0,0
4839,Jon Gosselin,1,1,0,0,0,0,0,0
4840,Brice Izyah,1,1,0,0,0,0,0,0
4841,Tomasz Wania,1,1,0,0,0,0,0,0
4842,Michael Stagliano,1,1,0,0,0,0,0,0
4843,Renee Graziano,1,1,0,0,0,0,0,0
4844,"Mercedes ""MJ"" Javid",1,1,0,0,0,0,0,0
4845,Tom Read Wilson,1,1,0,0,0,0,0,0
4846,Sierra Dawn Thomas,1,1,0,0,0,0,0,0
4847,Akeem Griffiths Big Brother,1,1,0,0,0,0,0,0
4848,Nicole,1,1,0,0,0,0,0,0
4849,River Everett,1,1,0,0,0,0,0,0
4850,Rachel Swindler,1,1,0,0,0,0,0,0
4851,Figgy,1,1,0,0,0,0,0,0
4852,Chris Jacobs,1,1,0,0,0,0,0,0
4853,Ethan Cohen,1,1,0,0,0,0,0,0
4854,Josh Martinez,1,1,0,0,0,0,0,0
4855,Bruno Duarte,1,1,0,0,0,0,0,0
4856,Vas J Morgan,1,1,0,0,0,0,0,0
4857,Josh Murray,1,1,0,0,0,0,0,0
4858,Ruby Gettinger,1,1,0,0,0,0,0,0
4859,Mckenzie Westmore,1,1,0,0,0,0,0,0
4860,Kaycee Clark,1,1,0,0,0,0,0,0
4861,Darcey Silva,1,1,0,0,0,0,0,0
4862,Les Gold,1,1,0,0,0,0,0,0
4863,Savanna Darnell,1,1,0,0,0,0,0,0
4864,Lewis Gregory,1,1,0,0,0,0,0,0
4865,Lauren Wray,1,1,0,0,0,0,0,0
4866,Kurran Pooni,1,1,0,0,0,0,0,0
4867,Blake Horstmann,1,1,0,0,0,0,0,0
4868,Austen Kroll,1,1,0,0,0,0,0,0
4869,Arie Luyendyk,1,1,0,0,0,0,0,0
4870,Ashley Snowden,1,1,0,0,0,0,0,0
4871,Lisa Appleton,1,1,0,0,0,0,0,0
4872,Jacqueline Trumbull,1,1,0,0,0,0,0,0
4873,Eddie McGee,1,1,0,0,0,0,0,0
4874,Bobby Norris,1,1,0,0,0,0,0,0
4875,Emily Fernandez,1,1,0,0,0,0,0,0
4876,Austin Armacost,1,1,0,0,0,0,0,0
4877,Jessica Peet,1,1,0,0,0,0,0,0
4878,Jason Zone Fisher,1,1,0,0,0,0,0,0
4879,Debbie Johnson - 90 Day FiancÃ©,1,1,0,0,0,0,0,0
4880,Robbalee,1,1,0,0,0,0,0,0
4881,Neal Reddy,1,1,0,0,0,0,0,0
4882,Jenna Cooper,1,1,0,0,0,0,0,0
4883,Calum Best,1,1,0,0,0,0,0,0
4884,Daniel Maguire,1,1,0,0,0,0,0,0
4885,Cousin Nick Mariconi,1,1,0,0,0,0,0,0
4886,Isaac Jagroop,1,1,0,0,0,0,0,0
4887,Ramses Soto,1,1,0,0,0,0,0,0
4888,Nikki Grahame,1,1,0,0,0,0,0,0
4889,Courtney Anne Feldman,1,1,0,0,0,0,0,0
4890,Wirth Campbell,1,1,0,0,0,0,0,0
4891,Michael Garofola,1,1,0,0,0,0,0,0
4892,Jemmye Daniela,1,1,0,0,0,0,0,0
4893,Sian Owen,1,1,0,0,0,0,0,0
4894,Parvati Shallow,1,1,0,0,0,0,0,0
4895,Shannon Bex,1,1,0,0,0,0,0,0
4896,Leah Block,1,1,0,0,0,0,0,0
4897,Kaitlyn Herman,1,1,0,0,0,0,0,0
4898,Mary D,1,1,0,0,0,0,0,0
4899,Melissa Miller,1,1,0,0,0,0,0,0
4900,Beth (Liz) Mahar,1,1,0,0,0,0,0,0
4901,Brandon Showell,1,1,0,0,0,0,0,0
4902,Joe Anglim,1,1,0,0,0,0,0,0
4903,Fernanda Flores,1,1,0,0,0,0,0,0
4904,David Potts,1,1,0,0,0,0,0,0
4905,Mimi Harris,1,1,0,0,0,0,0,0
4906,Dr Simone Whitmore,1,1,0,0,0,0,0,0
4907,Jade Cline,1,1,0,0,0,0,0,0
4908,John Colaneri,1,1,0,0,0,0,0,0
4909,Mary Padian,1,1,0,0,0,0,0,0
4910,Patrick Cornett,1,1,0,0,0,0,0,0
4911,Marlie Lewis,1,1,0,0,0,0,0,0
4912,Lauren Wirkus,1,1,0,0,0,0,0,0
4913,Maximo Sorrentino,1,1,0,0,0,0,0,0
4914,Zoe Pugh,1,1,0,0,0,0,0,0
4915,Elena Davies,1,1,0,0,0,0,0,0
4916,Ashley Wirkus,1,1,0,0,0,0,0,0
4917,Frenchy Morgan,1,1,0,0,0,0,0,0
4918,Dan Cox,1,1,0,0,0,0,0,0
4919,Ashley Gold,1,1,0,0,0,0,0,0
4920,Anfisa Nava,1,1,0,0,0,0,0,0
4921,Pumpkin,1,1,0,0,0,0,0,0
4922,Kortney and Dave Wilson,1,1,0,0,0,0,0,0
4923,Jeremy Madix,1,1,0,0,0,0,0,0
4924,Chase Brody McNary,1,1,0,0,0,0,0,0
4925,Kamil Nicalek,1,1,0,0,0,0,0,0
4926,Kirk Norcross,1,1,0,0,0,0,0,0
4927,Whitney Way Thore,1,1,0,0,0,0,0,0
4928,Briana RenÃ©e,1,1,0,0,0,0,0,0
4929,Kristen Scott,1,1,0,0,0,0,0,0
4930,Elizabeth & Andrei Castravet,1,1,0,0,0,0,0,0
4931,Dimitri Snowden,1,1,0,0,0,0,0,0
4932,King Eric the Prince,1,1,0,0,0,0,0,0
4933,Seth Gold,1,1,0,0,0,0,0,0
4934,Elora Tahiti,1,1,0,0,0,0,0,0
4935,Matt Moneymaker,1,1,0,0,0,0,0,0
4936,Bonnie Chapman,1,1,0,0,0,0,0,0
4937,Laura Elise Pellerito,1,1,0,0,0,0,0,0
4938,Mark Meyer,1,1,0,0,0,0,0,0
4939,Samantha Ortiz,1,1,0,0,0,0,0,0
4940,Jelani Roy,1,1,0,0,0,0,0,0
4941,Marcel Somerville,1,1,0,0,0,0,0,0
4942,Jasmine Waltz,1,1,0,0,0,0,0,0
4943,Samson Lee Smith,1,1,0,0,0,0,0,0
4944,Edward Williams Jr,1,1,0,0,0,0,0,0
4945,Todd Kraines,1,1,0,0,0,0,0,0
4946,Azan,1,1,0,0,0,0,0,0
4947,Idris Virgo,1,1,0,0,0,0,0,0
4948,Brianna Jaramillo,1,1,0,0,0,0,0,0
4949,Mikey Tenerelli,1,1,0,0,0,0,0,0
4950,Mikey Teutul,1,1,0,0,0,0,0,0
4951,Jon Brunson,1,1,0,0,0,0,0,0
4952,The Property Lovers,1,1,0,0,0,0,0,0
4953,Cecil Whitmore,1,1,0,0,0,0,0,0
4954,joey greco,1,1,0,0,0,0,0,0
4955,Laurence and Sally Martin,1,1,0,0,0,0,0,0
4956,Caila Quinn,1,1,0,0,0,0,0,0
4957,Karen King,1,1,0,0,0,0,0,0
4958,Dakota Chapman,1,1,0,0,0,0,0,0
4959,Jackson Boyd,1,1,0,0,0,0,0,0
4960,Stacey Silva,1,1,0,0,0,0,0,0
4961,Kieran Nicholls,1,1,0,0,0,0,0,0
4962,Harry Goodwins,1,1,0,0,0,0,0,0
4963,Alex Dillon,1,1,0,0,0,0,0,0
4964,Lee Garrett,1,1,0,0,0,0,0,0
4965,Sassy,1,1,0,0,0,0,0,0
4966,Jaimi King,1,1,0,0,0,0,0,0
4967,Lily McManus,1,1,0,0,0,0,0,0
4968,Ray (Misster Ray) Cunningham,1,1,0,0,0,0,0,0
4969,Jasmine Goode,1,1,0,0,0,0,0,0
4970,Brooke Berry,1,1,0,0,0,0,0,0
4971,Lil Bit,1,1,0,0,0,0,0,0
4972,Dayana Castellanos,1,1,0,0,0,0,0,0
4973,Amber James,1,1,0,0,0,0,0,0
4974,Grant Kemp,1,1,0,0,0,0,0,0
4975,Lauren Burnham,1,1,0,0,0,0,0,0
4976,TsMadison,1,1,0,0,0,0,0,0
4977,Donna M Lombardi,1,1,0,0,0,0,0,0
4978,Siya,1,1,0,0,0,0,0,0
4979,Cody Knapek,1,1,0,0,0,0,0,0
4980,Stephanie Tejada,1,1,0,0,0,0,0,0
4981,Shanley McIntee,1,1,0,0,0,0,0,0
4982,Bridget Kelly,1,1,0,0,0,0,0,0
4983,Jessalynn Siwa,1,1,0,0,0,0,0,0
4984,Dominick Detore,1,1,0,0,0,0,0,0
4985,Greg Jackson aka White chocolate,1,1,0,0,0,0,0,0
4986,Tanya Scott,1,1,0,0,0,0,0,0
4987,Alex Miller,1,1,0,0,0,0,0,0
4988,Tracy DiMarco,1,1,0,0,0,0,0,0
4989,Kerry Degman,1,1,0,0,0,0,0,0
4990,Alexis Waters,1,1,0,0,0,0,0,0
4991,Olivia Blois Sharpe,1,1,0,0,0,0,0,0
4992,Ricci Guarnaccio,1,1,0,0,0,0,0,0
4993,Reagan Agee,1,1,0,0,0,0,0,0
4994,Anthony Martin,1,1,0,0,0,0,0,0
4995,Mikala Thomas,1,1,0,0,0,0,0,0
4996,Joe Torgerson,1,1,0,0,0,0,0,0
4997,Audrey Diaz,1,1,0,0,0,0,0,0
4998,Carson Wall,1,1,0,0,0,0,0,0
4999,Shannon Duffy,1,1,0,0,0,0,0,0
5000,Tiffani Chance,1,1,0,0,0,0,0,0
5001,Akin Solanke-Caulker,1,1,0,0,0,0,0,0
5002,Rachel Reilly,1,1,0,0,0,0,0,0
5003,Kiyanna Monae,1,1,0,0,0,0,0,0
5004,Dee Nguyen,1,1,0,0,0,0,0,0
5005,Harry Jowsey,1,1,0,0,0,0,0,0
5006,Verity Chapman,1,1,0,0,0,0,0,0
5007,Chris Bukowski,1,1,0,0,0,0,0,0
5008,Tiffany Schleigh,1,1,0,0,0,0,0,0
5009,Carlos â€œLozâ€ Oliveros,1,1,0,0,0,0,0,0
5010,Robert Graham,1,1,0,0,0,0,0,0
5011,Asifa Mirza,1,1,0,0,0,0,0,0
5012,Frankie Essex,1,1,0,0,0,0,0,0
5013,Skip Bedell,1,1,0,0,0,0,0,0
5014,Francis Boulle,1,1,0,0,0,0,0,0
5015,Veronica Nash,1,1,0,0,0,0,0,0
5016,Meghan Linsey,1,1,0,0,0,0,0,0
5017,Austin Ventour,1,1,0,0,0,0,0,0
5018,Troy Delmege,1,1,0,0,0,0,0,0
5019,Candice Roach,1,1,0,0,0,0,0,0
5020,Chris Siegfried,1,1,0,0,0,0,0,0
5021,Victoria BH,1,1,0,0,0,0,0,0
5022,Tony Harnell,1,0,0,0,0,0,0,0
5023,John Corabi,1,0,0,0,0,0,0,0
5024,Sam Bettley,1,0,0,0,0,0,0,0
5025,Burger Records,1,0,0,0,0,0,0,0
5026,Ellis Genge,1,0,0,0,0,0,0,0
5027,Kendall Schmidt,1,0,0,0,0,0,0,0
5028,Billy Gilman,1,0,0,0,0,0,0,0
5029,Carnie Wilson,1,0,0,0,0,0,0,0
5030,Mason Levi,1,0,0,0,0,0,0,0
5031,Clark Beckham,1,0,0,0,0,0,0,0
5032,Brooke Simpson,1,0,0,0,0,0,0,0
5033,Scorpion,1,0,0,0,0,0,0,0
5034,Tom Goss,1,0,0,0,0,0,0,0
5035,Jorge D'Alessio,1,0,0,0,0,0,0,0
5036,Lalah Hathaway,1,0,0,0,0,0,0,0
5037,Grey Music,1,0,0,0,0,0,0,0
5038,Porcelain Black Music,1,0,0,0,0,0,0,0
5039,Judy Torres,1,0,0,0,0,0,0,0
5040,William Ryan Key,1,0,0,0,0,0,0,0
5041,Jordan McIntosh,1,0,0,0,0,0,0,0
5042,Anne Reburn,1,0,0,0,0,0,0,0
5043,Christina Wells,1,0,0,0,0,0,0,0
